Invoice Number,Order Date,Delivery Date,Shipping Type,Client Code,Client Name,Client Segment,Country,Location,Region Code,Zip Code,Product Code,Product Category,Product Description,Sale Amount,Quantity,DiscountRate,Profit Margin,Payment Method,Warranty (Years),Customer Satisfaction,Product Return Status,Sales Channel,Customer Loyalty Program,Marketing Campaign Code
INV-000086,2025-10-20,2025-10-24,Freight,CL-2983,David Harris,E-commerce,Germany,Berlin,MI,39882,PD-2307,Home Decor,Yoga Mat,1765.44,3,0.28,377.54,Credit Card,3,3,Returned,Wholesale,None,MC-2614
INV-000030,2024-09-23,2024-09-27,Drone Delivery,CL-8914,Laura Martinez,Retail Partner,Italy,Rome,NV,74882,PD-4974,Fitness Gear,Cordless Drill,1226.76,11,0.07,185.14,Bitcoin,2,1,No Return,Online,Platinum,MC-4095
INV-000023,2024-08-05,2024-08-09,Drone Delivery,CL-4702,Jennifer Lee,Retail Partner,Spain,Barcelona,NV,54643,PD-3912,Wearable Tech,Cordless Drill,1358.9,3,0.19,194.35,PayPal,3,4,No Return,Online,None,MC-7790
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-8457
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-1222
INV-000002,2024-03-11,2024-03-15,Freight,CL-8461,Jennifer Lee,Retail Partner,Italy,Naples,NV,62933,PD-2253,Wearable Tech,Car Battery,1816.01,6,0.17,232.22,Cash,2,1,No Return,Online,Silver,MC-1163
INV-000059,2025-04-14,2025-04-18,Drone Delivery,CL-6440,David Harris,Retail Partner,Spain,Barcelona,NV,67950,PD-2647,Fitness Gear,Car Battery,2216.66,10,0.18,272.94,Credit Card,3,3,Returned,Wholesale,Gold,MC-2965
INV-000057,2025-03-31,2025-04-04,Freight,CL-2013,Karen Wright,Retail Partner,Italy,Milan,TX,65896,PD-1207,Wearable Tech,Cordless Drill,2004.99,11,0.27,186.53,Bitcoin,5,5,Returned,Online,Gold,MC-4341
INV-000012,2024-05-20,2024-05-24,In-Store Pickup,CL-3197,James Parker,E-commerce,Germany,Berlin,TX,34146,PD-4334,Wearable Tech,Decorative Lamp,576.68,3,0.05,77.32,Bitcoin,1,5,No Return,In-Store,Silver,MC-9757
INV-000064,2025-05-19,2025-05-23,Drone Delivery,CL-7247,James Parker,E-commerce,Spain,Valencia,SF,30483,PD-3474,Fitness Gear,Decorative Lamp,347.79,3,0.15,152.67,PayPal,2,1,No Return,Online,Gold,MC-7488
INV-000086,2025-10-20,2025-10-24,Freight,CL-2983,David Harris,E-commerce,Germany,Berlin,MI,39882,PD-2307,Home Decor,Yoga Mat,1765.44,3,0.28,377.54,Credit Card,3,3,Returned,Wholesale,None,MC-7194
INV-000083,2025-09-29,2025-10-03,Freight,CL-3107,Karen Wright,Retail Partner,Italy,Naples,FL,63426,PD-3882,Garden Tools,Cordless Drill,2463.99,1,0.22,261.28,Cash,5,3,Returned,Online,Gold,MC-5028
INV-000100,2026-01-26,2026-01-30,Freight,CL-8504,Laura Martinez,E-commerce,Netherlands,Rotterdam,SF,71811,PD-3360,Automotive Parts,Car Battery,591.47,8,0.17,361.17,Bank Transfer,1,2,No Return,In-Store,Bronze,MC-9825
INV-000041,2024-12-09,2024-12-13,Drone Delivery,CL-3737,David Harris,Retail Partner,Germany,Munich,MI,65292,PD-1250,Garden Tools,Decorative Lamp,1046.09,1,0.23,49.78,Credit Card,2,2,No Return,Online,Gold,MC-1662
INV-000089,2025-11-10,2025-11-14,Drone Delivery,CL-8012,James Parker,Retail Partner,Italy,Milan,FL,56623,PD-4078,Automotive Parts,Yoga Mat,2218.23,2,0.12,318.12,Cash,2,2,Returned,Wholesale,Bronze,MC-5762
INV-000079,2025-09-01,2025-09-05,Freight,CL-6936,Jennifer Lee,E-commerce,Germany,Munich,FL,61568,PD-2331,Garden Tools,Decorative Lamp,1741.32,3,0.15,317.77,Cash,2,5,Returned,Online,Silver,MC-8778
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-3163
INV-000054,2025-03-10,2025-03-14,Freight,CL-6120,James Parker,E-commerce,Italy,Rome,SF,55663,PD-4476,Automotive Parts,Decorative Lamp,2339.61,2,0.13,22.91,Credit Card,2,4,No Return,In-Store,None,MC-6907
INV-000021,2024-07-22,2024-07-26,Drone Delivery,CL-3926,James Parker,E-commerce,Germany,Hamburg,MI,43785,PD-3529,Garden Tools,Car Battery,34.33,2,0.19,311.4,Bank Transfer,2,2,No Return,Online,Bronze,MC-8178
INV-000076,2025-08-11,2025-08-15,Freight,CL-4653,Laura Martinez,E-commerce,Spain,Barcelona,NV,37465,PD-4070,Fitness Gear,Decorative Lamp,451.05,1,0.12,310.26,Credit Card,3,2,Returned,Wholesale,Silver,MC-9426
INV-000078,2025-08-25,2025-08-29,Drone Delivery,CL-6822,Karen Wright,E-commerce,Germany,Hamburg,TX,38483,PD-3877,Garden Tools,Car Battery,2027.87,7,0.1,350.62,Bank Transfer,5,2,Returned,Online,Silver,MC-3058
INV-000018,2024-07-01,2024-07-05,Drone Delivery,CL-9630,David Harris,Retail Partner,Netherlands,Amsterdam,TX,70695,PD-3571,Fitness Gear,Yoga Mat,1632.73,2,0.1,60.3,Bank Transfer,3,1,No Return,Online,Platinum,MC-9960
INV-000094,2025-12-15,2025-12-19,Freight,CL-9752,Laura Martinez,E-commerce,Germany,Hamburg,TX,54436,PD-3403,Fitness Gear,Yoga Mat,182.98,10,0.07,115.96,Credit Card,3,2,No Return,In-Store,Silver,MC-6687
INV-000058,2025-04-07,2025-04-11,Drone Delivery,CL-8032,Jennifer Lee,E-commerce,France,Marseille,NV,37995,PD-3189,Home Decor,Yoga Mat,117.94,6,0.11,342.39,Credit Card,1,5,Returned,Online,Silver,MC-6028
INV-000005,2024-04-01,2024-04-05,Freight,CL-3909,Laura Martinez,Retail Partner,Italy,Milan,FL,30382,PD-4429,Automotive Parts,Decorative Lamp,1571.15,4,0.14,397.03,Bank Transfer,2,4,No Return,Wholesale,Gold,MC-9017
INV-000069,2025-06-23,2025-06-27,In-Store Pickup,CL-2247,David Harris,Retail Partner,Italy,Naples,FL,62700,PD-1587,Automotive Parts,Yoga Mat,515.42,8,0.18,264.75,PayPal,2,4,Returned,In-Store,Silver,MC-9966
INV-000078,2025-08-25,2025-08-29,Drone Delivery,CL-6822,Karen Wright,E-commerce,Germany,Hamburg,TX,38483,PD-3877,Garden Tools,Car Battery,2027.87,7,0.1,350.62,Bank Transfer,5,2,Returned,Online,Silver,MC-5621
INV-000014,2024-06-03,2024-06-07,In-Store Pickup,CL-9904,Karen Wright,Retail Partner,Spain,Barcelona,MI,68764,PD-3670,Wearable Tech,Cordless Drill,2027.5,3,0.06,352.46,Cash,2,3,Returned,In-Store,Silver,MC-1802
INV-000049,2025-02-03,2025-02-07,Drone Delivery,CL-8363,James Parker,E-commerce,Italy,Milan,SF,44383,PD-3314,Automotive Parts,Yoga Mat,923.93,10,0.33,391.04,Credit Card,2,1,Returned,In-Store,Gold,MC-6413
INV-000091,2025-11-24,2025-11-28,In-Store Pickup,CL-9882,Laura Martinez,E-commerce,Spain,Madrid,SF,41638,PD-4354,Garden Tools,Decorative Lamp,1293.99,3,0.06,235.59,Bank Transfer,2,5,No Return,Online,Gold,MC-8497
INV-000053,2025-03-03,2025-03-07,Freight,CL-7565,Jennifer Lee,Retail Partner,Netherlands,The Hague,SF,58032,PD-1143,Automotive Parts,Smart Ring,177.66,3,0.28,218.25,Credit Card,2,1,No Return,In-Store,Gold,MC-9294
INV-000068,2025-06-16,2025-06-20,Drone Delivery,CL-4885,Jennifer Lee,E-commerce,Italy,Rome,MI,68918,PD-2281,Fitness Gear,Yoga Mat,1277.69,9,0.07,338.13,Cash,5,1,No Return,In-Store,Platinum,MC-8379
INV-000086,2025-10-20,2025-10-24,Freight,CL-2983,David Harris,E-commerce,Germany,Berlin,MI,39882,PD-2307,Home Decor,Yoga Mat,1765.44,3,0.28,377.54,Credit Card,3,3,Returned,Wholesale,None,MC-2250
INV-000072,2025-07-14,2025-07-18,Drone Delivery,CL-3973,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,MI,50085,PD-3949,Garden Tools,Cordless Drill,1519.01,3,0.11,53.04,Bank Transfer,2,4,No Return,Online,Gold,MC-3491
INV-000078,2025-08-25,2025-08-29,Drone Delivery,CL-6822,Karen Wright,E-commerce,Germany,Hamburg,TX,38483,PD-3877,Garden Tools,Car Battery,2027.87,7,0.1,350.62,Bank Transfer,5,2,Returned,Online,Silver,MC-3090
INV-000100,2026-01-26,2026-01-30,Freight,CL-8504,Laura Martinez,E-commerce,Netherlands,Rotterdam,SF,71811,PD-3360,Automotive Parts,Car Battery,591.47,8,0.17,361.17,Bank Transfer,1,2,No Return,In-Store,Bronze,MC-5599
INV-000068,2025-06-16,2025-06-20,Drone Delivery,CL-4885,Jennifer Lee,E-commerce,Italy,Rome,MI,68918,PD-2281,Fitness Gear,Yoga Mat,1277.69,9,0.07,338.13,Cash,5,1,No Return,In-Store,Platinum,MC-2753
INV-000035,2024-10-28,2024-11-01,Freight,CL-9974,Jennifer Lee,E-commerce,Italy,Rome,SF,69948,PD-3674,Fitness Gear,Decorative Lamp,1661.69,1,0.27,178.37,Cash,3,1,No Return,In-Store,Gold,MC-3616
INV-000030,2024-09-23,2024-09-27,Drone Delivery,CL-8914,Laura Martinez,Retail Partner,Italy,Rome,NV,74882,PD-4974,Fitness Gear,Cordless Drill,1226.76,11,0.07,185.14,Bitcoin,2,1,No Return,Online,Platinum,MC-6562
INV-000081,2025-09-15,2025-09-19,Drone Delivery,CL-4609,Karen Wright,Retail Partner,Germany,Berlin,NV,75682,PD-4622,Garden Tools,Yoga Mat,1158.23,8,0.15,244.74,PayPal,2,3,No Return,Wholesale,None,MC-3934
INV-000012,2024-05-20,2024-05-24,In-Store Pickup,CL-3197,James Parker,E-commerce,Germany,Berlin,TX,34146,PD-4334,Wearable Tech,Decorative Lamp,576.68,3,0.05,77.32,Bitcoin,1,5,No Return,In-Store,Silver,MC-4048
INV-000020,2024-07-15,2024-07-19,In-Store Pickup,CL-2544,Jennifer Lee,Retail Partner,France,Lyon,NV,52069,PD-1744,Wearable Tech,Cordless Drill,1157.04,6,0.14,332.84,Bank Transfer,3,1,Returned,In-Store,Bronze,MC-3614
INV-000020,2024-07-15,2024-07-19,In-Store Pickup,CL-2544,Jennifer Lee,Retail Partner,France,Lyon,NV,52069,PD-1744,Wearable Tech,Cordless Drill,1157.04,6,0.14,332.84,Bank Transfer,3,1,Returned,In-Store,Bronze,MC-4728
INV-000065,2025-05-26,2025-05-30,Freight,CL-2330,David Harris,E-commerce,Spain,Madrid,FL,31969,PD-1027,Automotive Parts,Car Battery,1647.84,1,0.23,383.74,Credit Card,5,1,Returned,Online,None,MC-1530
INV-000010,2024-05-06,2024-05-10,Freight,CL-7818,Laura Martinez,E-commerce,France,Paris,TX,40718,PD-3972,Automotive Parts,Decorative Lamp,1559.62,9,0.1,157.01,Cash,1,4,Returned,Wholesale,Bronze,MC-3739
INV-000036,2024-11-04,2024-11-08,Drone Delivery,CL-4614,Jennifer Lee,Retail Partner,Netherlands,Amsterdam,SF,66075,PD-3203,Wearable Tech,Smart Ring,1132.49,2,0.27,60.29,Bank Transfer,3,5,No Return,In-Store,None,MC-9743
INV-000022,2024-07-29,2024-08-02,Drone Delivery,CL-5514,Karen Wright,E-commerce,France,Lyon,NV,36600,PD-2193,Home Decor,Cordless Drill,2298.02,11,0.05,66.99,Bank Transfer,2,3,Returned,In-Store,Bronze,MC-1549
INV-000029,2024-09-16,2024-09-20,Drone Delivery,CL-3781,Laura Martinez,E-commerce,Italy,Milan,FL,79731,PD-1994,Garden Tools,Decorative Lamp,1410.47,11,0.08,32.6,Cash,2,2,No Return,Wholesale,Platinum,MC-7349
INV-000001,2024-03-04,2024-03-08,Freight,CL-9940,David Harris,E-commerce,Spain,Madrid,NV,50176,PD-2296,Home Decor,Cordless Drill,924.88,10,0.16,390.52,Cash,1,5,No Return,Online,Gold,MC-5355
INV-000044,2024-12-30,2025-01-03,In-Store Pickup,CL-6608,Karen Wright,Retail Partner,Spain,Madrid,TX,32219,PD-4817,Garden Tools,Car Battery,827.59,5,0.26,366.28,PayPal,1,4,No Return,In-Store,Gold,MC-3239
INV-000022,2024-07-29,2024-08-02,Drone Delivery,CL-5514,Karen Wright,E-commerce,France,Lyon,NV,36600,PD-2193,Home Decor,Cordless Drill,2298.02,11,0.05,66.99,Bank Transfer,2,3,Returned,In-Store,Bronze,MC-4057
INV-000053,2025-03-03,2025-03-07,Freight,CL-7565,Jennifer Lee,Retail Partner,Netherlands,The Hague,SF,58032,PD-1143,Automotive Parts,Smart Ring,177.66,3,0.28,218.25,Credit Card,2,1,No Return,In-Store,Gold,MC-1321
INV-000022,2024-07-29,2024-08-02,Drone Delivery,CL-5514,Karen Wright,E-commerce,France,Lyon,NV,36600,PD-2193,Home Decor,Cordless Drill,2298.02,11,0.05,66.99,Bank Transfer,2,3,Returned,In-Store,Bronze,MC-5002
INV-000051,2025-02-17,2025-02-21,In-Store Pickup,CL-5113,Laura Martinez,E-commerce,Germany,Hamburg,TX,37880,PD-4347,Garden Tools,Decorative Lamp,2352.75,8,0.31,272.32,Bitcoin,3,5,No Return,Wholesale,Silver,MC-3515
INV-000070,2025-06-30,2025-07-04,Freight,CL-2329,David Harris,Retail Partner,France,Marseille,MI,70559,PD-3351,Automotive Parts,Smart Ring,120.17,3,0.29,253.67,Cash,2,1,No Return,Wholesale,Silver,MC-6489
INV-000051,2025-02-17,2025-02-21,In-Store Pickup,CL-5113,Laura Martinez,E-commerce,Germany,Hamburg,TX,37880,PD-4347,Garden Tools,Decorative Lamp,2352.75,8,0.31,272.32,Bitcoin,3,5,No Return,Wholesale,Silver,MC-5024
INV-000077,2025-08-18,2025-08-22,In-Store Pickup,CL-6058,James Parker,E-commerce,France,Marseille,FL,63016,PD-2539,Wearable Tech,Cordless Drill,1105.56,7,0.05,160.11,Bank Transfer,5,3,Returned,Wholesale,Silver,MC-2737
INV-000077,2025-08-18,2025-08-22,In-Store Pickup,CL-6058,James Parker,E-commerce,France,Marseille,FL,63016,PD-2539,Wearable Tech,Cordless Drill,1105.56,7,0.05,160.11,Bank Transfer,5,3,Returned,Wholesale,Silver,MC-1998
INV-000060,2025-04-21,2025-04-25,Drone Delivery,CL-7191,David Harris,Retail Partner,France,Lyon,TX,60393,PD-3631,Garden Tools,Yoga Mat,2128.29,8,0.32,396.16,Credit Card,3,1,No Return,Wholesale,Platinum,MC-9170
INV-000063,2025-05-12,2025-05-16,In-Store Pickup,CL-4488,David Harris,E-commerce,Germany,Hamburg,FL,73487,PD-1962,Automotive Parts,Yoga Mat,898.97,1,0.25,192.65,Bank Transfer,1,4,Returned,In-Store,Platinum,MC-4708
INV-000030,2024-09-23,2024-09-27,Drone Delivery,CL-8914,Laura Martinez,Retail Partner,Italy,Rome,NV,74882,PD-4974,Fitness Gear,Cordless Drill,1226.76,11,0.07,185.14,Bitcoin,2,1,No Return,Online,Platinum,MC-4176
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-6434
INV-000005,2024-04-01,2024-04-05,Freight,CL-3909,Laura Martinez,Retail Partner,Italy,Milan,FL,30382,PD-4429,Automotive Parts,Decorative Lamp,1571.15,4,0.14,397.03,Bank Transfer,2,4,No Return,Wholesale,Gold,MC-5212
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-2467
INV-000003,2024-03-18,2024-03-22,Drone Delivery,CL-7812,Karen Wright,Retail Partner,Netherlands,The Hague,SF,59695,PD-1036,Automotive Parts,Yoga Mat,1980.72,4,0.21,241.58,Bank Transfer,5,1,No Return,Online,Bronze,MC-1568
INV-000042,2024-12-16,2024-12-20,In-Store Pickup,CL-7360,James Parker,Retail Partner,Netherlands,The Hague,SF,40355,PD-1080,Home Decor,Decorative Lamp,2217.06,9,0.1,285.86,Credit Card,1,4,Returned,Online,None,MC-5560
INV-000057,2025-03-31,2025-04-04,Freight,CL-2013,Karen Wright,Retail Partner,Italy,Milan,TX,65896,PD-1207,Wearable Tech,Cordless Drill,2004.99,11,0.27,186.53,Bitcoin,5,5,Returned,Online,Gold,MC-3043
INV-000086,2025-10-20,2025-10-24,Freight,CL-2983,David Harris,E-commerce,Germany,Berlin,MI,39882,PD-2307,Home Decor,Yoga Mat,1765.44,3,0.28,377.54,Credit Card,3,3,Returned,Wholesale,None,MC-6884
INV-000061,2025-04-28,2025-05-02,In-Store Pickup,CL-6333,Jennifer Lee,E-commerce,Spain,Barcelona,TX,78024,PD-1024,Automotive Parts,Cordless Drill,1988.92,6,0.16,40.5,Bank Transfer,3,1,Returned,Online,None,MC-3636
INV-000014,2024-06-03,2024-06-07,In-Store Pickup,CL-9904,Karen Wright,Retail Partner,Spain,Barcelona,MI,68764,PD-3670,Wearable Tech,Cordless Drill,2027.5,3,0.06,352.46,Cash,2,3,Returned,In-Store,Silver,MC-3037
INV-000008,2024-04-22,2024-04-26,Drone Delivery,CL-6379,James Parker,E-commerce,Netherlands,Rotterdam,SF,31469,PD-2454,Home Decor,Yoga Mat,1181.3,2,0.29,81.74,Bank Transfer,3,5,Returned,In-Store,None,MC-6608
INV-000041,2024-12-09,2024-12-13,Drone Delivery,CL-3737,David Harris,Retail Partner,Germany,Munich,MI,65292,PD-1250,Garden Tools,Decorative Lamp,1046.09,1,0.23,49.78,Credit Card,2,2,No Return,Online,Gold,MC-7049
INV-000079,2025-09-01,2025-09-05,Freight,CL-6936,Jennifer Lee,E-commerce,Germany,Munich,FL,61568,PD-2331,Garden Tools,Decorative Lamp,1741.32,3,0.15,317.77,Cash,2,5,Returned,Online,Silver,MC-5208
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-9373
INV-000028,2024-09-09,2024-09-13,Drone Delivery,CL-5250,James Parker,E-commerce,France,Marseille,FL,61583,PD-4054,Automotive Parts,Smart Ring,1554.67,9,0.34,247.04,PayPal,5,2,Returned,Wholesale,Bronze,MC-4577
INV-000024,2024-08-12,2024-08-16,Drone Delivery,CL-8499,Karen Wright,E-commerce,Netherlands,Amsterdam,TX,76559,PD-4040,Home Decor,Yoga Mat,1112.94,3,0.27,381.27,Bank Transfer,5,1,Returned,In-Store,None,MC-3407
INV-000084,2025-10-06,2025-10-10,Drone Delivery,CL-4359,Laura Martinez,Retail Partner,Germany,Hamburg,TX,41906,PD-4988,Automotive Parts,Decorative Lamp,1901.46,1,0.13,162.93,Bitcoin,2,4,No Return,In-Store,None,MC-7670
INV-000042,2024-12-16,2024-12-20,In-Store Pickup,CL-7360,James Parker,Retail Partner,Netherlands,The Hague,SF,40355,PD-1080,Home Decor,Decorative Lamp,2217.06,9,0.1,285.86,Credit Card,1,4,Returned,Online,None,MC-9421
INV-000042,2024-12-16,2024-12-20,In-Store Pickup,CL-7360,James Parker,Retail Partner,Netherlands,The Hague,SF,40355,PD-1080,Home Decor,Decorative Lamp,2217.06,9,0.1,285.86,Credit Card,1,4,Returned,Online,None,MC-9351
INV-000066,2025-06-02,2025-06-06,Freight,CL-2361,David Harris,Retail Partner,Netherlands,Rotterdam,FL,66595,PD-3212,Fitness Gear,Smart Ring,1825.23,4,0.24,191.36,Bank Transfer,5,2,Returned,Online,None,MC-9262
INV-000086,2025-10-20,2025-10-24,Freight,CL-2983,David Harris,E-commerce,Germany,Berlin,MI,39882,PD-2307,Home Decor,Yoga Mat,1765.44,3,0.28,377.54,Credit Card,3,3,Returned,Wholesale,None,MC-5038
INV-000010,2024-05-06,2024-05-10,Freight,CL-7818,Laura Martinez,E-commerce,France,Paris,TX,40718,PD-3972,Automotive Parts,Decorative Lamp,1559.62,9,0.1,157.01,Cash,1,4,Returned,Wholesale,Bronze,MC-4155
INV-000024,2024-08-12,2024-08-16,Drone Delivery,CL-8499,Karen Wright,E-commerce,Netherlands,Amsterdam,TX,76559,PD-4040,Home Decor,Yoga Mat,1112.94,3,0.27,381.27,Bank Transfer,5,1,Returned,In-Store,None,MC-9656
INV-000080,2025-09-08,2025-09-12,In-Store Pickup,CL-8259,Karen Wright,E-commerce,France,Paris,MI,40639,PD-1727,Wearable Tech,Cordless Drill,1230.36,7,0.17,176.98,Bank Transfer,1,5,No Return,Wholesale,Bronze,MC-7661
INV-000022,2024-07-29,2024-08-02,Drone Delivery,CL-5514,Karen Wright,E-commerce,France,Lyon,NV,36600,PD-2193,Home Decor,Cordless Drill,2298.02,11,0.05,66.99,Bank Transfer,2,3,Returned,In-Store,Bronze,MC-6877
INV-000019,2024-07-08,2024-07-12,Drone Delivery,CL-8325,Jennifer Lee,Retail Partner,Italy,Rome,NV,37817,PD-2871,Home Decor,Cordless Drill,1794.09,4,0.32,335.41,Bank Transfer,2,1,No Return,Wholesale,Bronze,MC-8463
INV-000096,2025-12-29,2026-01-02,Freight,CL-6369,Jennifer Lee,Retail Partner,Germany,Berlin,MI,36185,PD-3544,Home Decor,Cordless Drill,2201.19,4,0.06,112.23,Cash,3,3,No Return,Online,Silver,MC-7309
INV-000047,2025-01-20,2025-01-24,In-Store Pickup,CL-6092,Jennifer Lee,Retail Partner,France,Paris,TX,68773,PD-4392,Wearable Tech,Decorative Lamp,192.08,3,0.19,177.95,Cash,1,1,No Return,Wholesale,Bronze,MC-1652
INV-000061,2025-04-28,2025-05-02,In-Store Pickup,CL-6333,Jennifer Lee,E-commerce,Spain,Barcelona,TX,78024,PD-1024,Automotive Parts,Cordless Drill,1988.92,6,0.16,40.5,Bank Transfer,3,1,Returned,Online,None,MC-9506
INV-000010,2024-05-06,2024-05-10,Freight,CL-7818,Laura Martinez,E-commerce,France,Paris,TX,40718,PD-3972,Automotive Parts,Decorative Lamp,1559.62,9,0.1,157.01,Cash,1,4,Returned,Wholesale,Bronze,MC-9798
INV-000003,2024-03-18,2024-03-22,Drone Delivery,CL-7812,Karen Wright,Retail Partner,Netherlands,The Hague,SF,59695,PD-1036,Automotive Parts,Yoga Mat,1980.72,4,0.21,241.58,Bank Transfer,5,1,No Return,Online,Bronze,MC-9340
INV-000019,2024-07-08,2024-07-12,Drone Delivery,CL-8325,Jennifer Lee,Retail Partner,Italy,Rome,NV,37817,PD-2871,Home Decor,Cordless Drill,1794.09,4,0.32,335.41,Bank Transfer,2,1,No Return,Wholesale,Bronze,MC-4555
INV-000049,2025-02-03,2025-02-07,Drone Delivery,CL-8363,James Parker,E-commerce,Italy,Milan,SF,44383,PD-3314,Automotive Parts,Yoga Mat,923.93,10,0.33,391.04,Credit Card,2,1,Returned,In-Store,Gold,MC-6209
INV-000047,2025-01-20,2025-01-24,In-Store Pickup,CL-6092,Jennifer Lee,Retail Partner,France,Paris,TX,68773,PD-4392,Wearable Tech,Decorative Lamp,192.08,3,0.19,177.95,Cash,1,1,No Return,Wholesale,Bronze,MC-8088
INV-000073,2025-07-21,2025-07-25,Drone Delivery,CL-8718,Laura Martinez,E-commerce,Italy,Naples,NV,33302,PD-2703,Wearable Tech,Car Battery,1108.45,2,0.2,235.24,Credit Card,3,4,Returned,Online,Platinum,MC-5461
INV-000059,2025-04-14,2025-04-18,Drone Delivery,CL-6440,David Harris,Retail Partner,Spain,Barcelona,NV,67950,PD-2647,Fitness Gear,Car Battery,2216.66,10,0.18,272.94,Credit Card,3,3,Returned,Wholesale,Gold,MC-3577
INV-000086,2025-10-20,2025-10-24,Freight,CL-2983,David Harris,E-commerce,Germany,Berlin,MI,39882,PD-2307,Home Decor,Yoga Mat,1765.44,3,0.28,377.54,Credit Card,3,3,Returned,Wholesale,None,MC-2669
INV-000056,2025-03-24,2025-03-28,Drone Delivery,CL-7221,David Harris,Retail Partner,Germany,Hamburg,NV,54235,PD-2933,Automotive Parts,Decorative Lamp,605.51,1,0.08,173.53,PayPal,2,4,Returned,In-Store,None,MC-7221
INV-000071,2025-07-07,2025-07-11,Freight,CL-3158,James Parker,E-commerce,Germany,Munich,TX,64018,PD-3186,Fitness Gear,Smart Ring,2020.11,11,0.34,273.63,Bank Transfer,2,5,No Return,Online,Silver,MC-7479
INV-000018,2024-07-01,2024-07-05,Drone Delivery,CL-9630,David Harris,Retail Partner,Netherlands,Amsterdam,TX,70695,PD-3571,Fitness Gear,Yoga Mat,1632.73,2,0.1,60.3,Bank Transfer,3,1,No Return,Online,Platinum,MC-4965
INV-000049,2025-02-03,2025-02-07,Drone Delivery,CL-8363,James Parker,E-commerce,Italy,Milan,SF,44383,PD-3314,Automotive Parts,Yoga Mat,923.93,10,0.33,391.04,Credit Card,2,1,Returned,In-Store,Gold,MC-7742
INV-000002,2024-03-11,2024-03-15,Freight,CL-8461,Jennifer Lee,Retail Partner,Italy,Naples,NV,62933,PD-2253,Wearable Tech,Car Battery,1816.01,6,0.17,232.22,Cash,2,1,No Return,Online,Silver,MC-9011
INV-000003,2024-03-18,2024-03-22,Drone Delivery,CL-7812,Karen Wright,Retail Partner,Netherlands,The Hague,SF,59695,PD-1036,Automotive Parts,Yoga Mat,1980.72,4,0.21,241.58,Bank Transfer,5,1,No Return,Online,Bronze,MC-6815
INV-000004,2024-03-25,2024-03-29,Freight,CL-9549,Laura Martinez,E-commerce,Netherlands,Amsterdam,SF,51700,PD-3034,Wearable Tech,Decorative Lamp,1623.92,9,0.18,19.08,Credit Card,2,5,No Return,In-Store,Gold,MC-2193
INV-000019,2024-07-08,2024-07-12,Drone Delivery,CL-8325,Jennifer Lee,Retail Partner,Italy,Rome,NV,37817,PD-2871,Home Decor,Cordless Drill,1794.09,4,0.32,335.41,Bank Transfer,2,1,No Return,Wholesale,Bronze,MC-6584
INV-000031,2024-09-30,2024-10-04,Drone Delivery,CL-4303,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,66295,PD-3610,Garden Tools,Yoga Mat,2455.02,5,0.19,27.87,Credit Card,5,2,No Return,Online,Gold,MC-1170
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-5093
INV-000070,2025-06-30,2025-07-04,Freight,CL-2329,David Harris,Retail Partner,France,Marseille,MI,70559,PD-3351,Automotive Parts,Smart Ring,120.17,3,0.29,253.67,Cash,2,1,No Return,Wholesale,Silver,MC-7135
